tema,clasificacion,ponderacion,sumatoria_ponderaciones,contador,grado_de_conocimiento,matriz_ponderacion,matriz_inferencia,matriz_inferencia_final,dificultad,discriminacion,adivinacion,asintota,orden_evaluacion
95,4,74.70588235294117,1270.0,18,1,"[0, 100, 0]","[24.280328878400216, 28.360211480126228, 47.35945964147354]","[12.140164439200108, 64.18010574006311, 23.67972982073677]",-2.22857143,1.0,0.24280328878400215,1,-1
101,4,100.0,200,3,2,"[0, 0, 100]","[26.17664973570406, 35.205565334846405, 38.61778492944953]","[13.08832486785203, 17.602782667423202, 69.30889246472476]",-2.31428571,1.0,0.2617664973570406,1,-1
168,1,0,0,1,0,"[0, 0, 0]","[32.310449216568024, 30.037749966086036, 37.65180081734594]","[0, 0, 0]",-1.2,1.0,0.32310449216568027,1,-1
175,4,51.5625,51.5625,2,0,"[100, 0, 0]","[27.13001283113058, 30.740586322255204, 42.129400846614224]","[63.565006415565286, 15.370293161127599, 21.064700423307116]",-0.42857143,1.0,0.2713001283113058,1,-1
176,1,0,0,1,0,"[0, 0, 0]","[26.89462117622986, 28.03773115133481, 45.06764767243533]","[0, 0, 0]",-0.42857143,1.0,0.2689462117622986,1,-1
187,1,0,0,1,0,"[0, 0, 0]","[49.77561227021548, 24.994539128848082, 25.229848600936442]","[0, 0, 0]",0.42857143,1.0,0.4977561227021548,1,-1
190,4,12.5,12.5,2,0,"[100, 0, 0]","[31.028480654109615, 33.94130138376596, 35.030217962124425]","[65.51390895431277, 16.970931159808345, 17.515159885878884]",1.2,1.0,0.31028480654109614,1,-1
195,1,0,0,1,0,"[0, 0, 0]","[39.66258294075975, 30.34440333401992, 29.993013725220326]","[0, 0, 0]",1.8,1.0,0.3966258294075975,1,-1
209,1,0,0,1,0,"[0, 0, 0]","[35.35539693093704, 39.98033834420076, 24.66426472486221]","[0, 0, 0]",3.0,1.0,0.3535539693093704,1,-1
30,4,100.0,2000,21,2,"[0, 0, 100]","[36.415101925177815, 31.499270905718145, 32.08562716910403]","[18.207550962588908, 15.749635452859073, 66.04281358455202]",-2.4,1.0,0.3641510192517782,1,-1
44,1,0,0,1,0,"[0, 0, 0]","[18.776502157098495, 31.044510817849464, 50.178987025052045]","[0, 0, 0]",1.71428571,1.0,0.18776502157098496,1,-1
46,1,0,0,1,0,"[0, 0, 0]","[18.653146322412834, 34.58994584546892, 46.75690783211826]","[0, 0, 0]",1.71428571,1.0,0.18653146322412834,1,-1
47,1,0,0,1,0,"[0, 0, 0]","[19.733976877317613, 39.33508210825712, 40.930941014425265]","[0, 0, 0]",1.71428571,1.0,0.19733976877317613,1,-1
48,1,0,0,1,0,"[0, 0, 0]","[20.907462179179564, 44.07684017141801, 35.01569764940242]","[0, 0, 0]",1.71428571,1.0,0.20907462179179565,1,-1
49,1,0,0,1,0,"[0, 0, 0]","[29.810196667616413, 39.37650510644099, 30.813298225942603]","[0, 0, 0]",1.71428571,1.0,0.2981019666761641,1,-1
50,1,0,0,1,0,"[0, 0, 0]","[24.069094791975715, 25.88066579016234, 50.05023941786195]","[0, 0, 0]",1.71428571,1.0,0.24069094791975715,1,-1
77,1,0,0,1,0,"[0, 0, 0]","[36.23837518427497, 28.881811896689662, 34.87981291903537]","[0, 0, 0]",0.34285714,1.0,0.36238375184274974,1,-1
164,3,80,0,1,1,"[0, 100, 0]","[15.094244101004485, 30.08350065116579, 54.82225524782973]","[7.547122050502242, 65.0417503255829, 27.411127623914865]",-1.37142857,1.0,0.15094244101004484,1,7
165,4,18.15625,72.625,5,0,"[100, 0, 0]","[35.335167889884175, 30.823201581397093, 33.84163052871873]","[67.6675839449421, 15.411600790698547, 16.920815264359366]",-1.28571429,1.0,0.3533516788988418,1,-1
166,4,63.35,316.75,6,0,"[100, 0, 0]","[42.23885280447199, 19.927711982934504, 37.83343521259352]","[71.11942640223599, 9.963855991467252, 18.916717606296764]",-1.37142857,1.0,0.4223885280447199,1,-1
167,4,8.375,8.375,2,0,"[100, 0, 0]","[39.88730857491993, 25.307777657997327, 34.80491376708274]","[69.94365428745996, 12.653888828998666, 17.40245688354137]",-1.28571429,1.0,0.3988730857491993,1,-1
174,4,64.453125,64.453125,2,0,"[100, 0, 0]","[17.939356905854492, 30.845580825002195, 51.21506226914332]","[58.96967845292728, 15.422790412501097, 25.60753113457162]",-0.51428571,1.0,0.17939356905854492,1,-1
188,1,0,0,1,0,"[0, 0, 0]","[31.692321106535783, 34.120824947695, 34.18685394576921]","[0, 0, 0]",1.02857143,1.0,0.3169232110653578,1,-1
189,4,25.0,25.0,2,0,"[100, 0, 0]","[23.401754923628783, 31.637704493918495, 44.96054058245274]","[61.72415367251692, 15.860933485044605, 22.41491284243848]",1.11428571,1.0,0.23401754923628781,1,-1
194,1,0,0,1,0,"[0, 0, 0]","[28.934118339612137, 39.31881333307614, 31.747068327311716]","[0, 0, 0]",1.71428571,1.0,0.28934118339612136,1,-1
208,1,0,0,1,0,"[0, 0, 0]","[31.052173889169993, 44.225979591718875, 24.721846519111146]","[0, 0, 0]",2.91428571,1.0,0.3105217388916999,1,-1
28,4,100.0,300,4,2,"[0, 0, 100]","[29.01857465590275, 20.89679041040364, 50.08463493369361]","[14.509287327951375, 10.44839520520182, 75.04231746684681]",-2.48571429,1.0,0.2901857465590275,1,-1
29,4,100.0,300,4,2,"[0, 0, 100]","[31.04653300382344, 20.831474593663458, 48.1219924025131]","[15.52326650191172, 10.415737296831729, 74.06099620125656]",-2.48571429,1.0,0.3104653300382344,1,-1
59,3,50,0,1,0,"[100, 0, 0]","[38.79657266025908, 42.04813614070056, 19.155291199040356]","[100.0, 0.0, 0.0]",0.94285714,1.0,0.3879657266025908,1,0
60,1,0,0,1,0,"[0, 0, 0]","[31.20202009997296, 33.88501156679137, 34.91296833323569]","[0, 0, 0]",0.94285714,1.0,0.3120202009997296,1,-1
74,1,0,0,1,0,"[0, 0, 0]","[36.42231248554948, 31.556837792440394, 32.02084972201012]","[0, 0, 0]",0.25714286,1.0,0.36422312485549485,1,-1
75,1,0,0,1,0,"[0, 0, 0]","[41.076099492310306, 28.848890493900292, 30.075010013789417]","[0, 0, 0]",0.25714286,1.0,0.41076099492310303,1,-1
76,1,0,0,1,0,"[0, 0, 0]","[42.9998554042893, 34.80329602677713, 22.19684856893356]","[0, 0, 0]",0.25714286,1.0,0.429998554042893,1,-1
91,4,48.2,241.0,6,0,"[100, 0, 0]","[31.29601455728594, 29.77358282664878, 38.930402616065294]","[65.64800727864296, 14.886791413324389, 19.465201308032647]",-1.45714286,1.0,0.3129601455728594,1,-1
100,4,63.19444444444444,568.75,10,0,"[100, 0, 0]","[33.15750551097025, 28.93546359861897, 37.90703089041077]","[66.57875275548513, 14.467731799309485, 18.953515445205387]",-2.14285714,1.0,0.33157505510970253,1,-1
163,4,31.55,157.75,6,0,"[100, 0, 0]","[31.27910963572184, 29.26723036348952, 39.453660000788645]","[65.63955481786093, 14.63361518174476, 19.726830000394322]",-1.45714286,1.0,0.3127910963572184,1,-1
173,1,0,0,1,0,"[0, 0, 0]","[34.97600953405952, 30.18677954899091, 34.837210916949566]","[0, 0, 0]",-0.6,1.0,0.3497600953405952,1,-1
185,1,0,0,1,0,"[0, 0, 0]","[37.013344148738184, 35.025142805129896, 27.961513046131927]","[0, 0, 0]",-0.6,1.0,0.37013344148738186,1,-1
201,1,0,0,1,0,"[0, 0, 0]","[43.10995512411748, 35.03869990584461, 21.85134497003793]","[0, 0, 0]",2.31428571,1.0,0.43109955124117477,1,-1
207,1,0,0,1,0,"[0, 0, 0]","[27.77859270530628, 44.159932541429384, 28.061474753264328]","[0, 0, 0]",2.82857143,1.0,0.2777859270530628,1,-1
27,4,100.0,200,3,2,"[0, 0, 100]","[26.996251777788398, 29.297726537365033, 43.70602168484657]","[13.498125888894199, 14.648863268682517, 71.85301084242329]",-2.57142857,1.0,0.269962517777884,1,-1
33,4,100.0,300,4,2,"[0, 0, 100]","[19.924589978218997, 26.006326245348077, 54.06908377643291]","[9.962294989109498, 13.003163122674039, 77.03454188821645]",-2.57142857,1.0,0.19924589978218996,1,-1
34,1,0,0,1,0,"[0, 0, 0]","[15.96827568926347, 24.22054509684098, 59.81117921389555]","[0, 0, 0]",-2.57142857,1.0,0.1596827568926347,1,-1
39,4,100.0,400,5,2,"[0, 0, 100]","[13.243019404333985, 29.416763886107738, 57.34021670955827]","[6.621509702166993, 14.708381943053869, 78.67010835477913]",-2.57142857,1.0,0.13243019404333986,1,-1
42,1,0,0,1,0,"[0, 0, 0]","[27.983977481264414, 32.08861339795911, 39.927409120776474]","[0, 0, 0]",1.62857143,1.0,0.27983977481264416,1,-1
58,4,62.5,62.5,2,0,"[100, 0, 0]","[41.04217897364646, 42.7069146799232, 16.250906346430344]","[70.38499921242865, 21.561403131761516, 8.053597655809845]",0.85714286,1.0,0.4104217897364646,1,-1
73,1,0,0,1,0,"[0, 0, 0]","[25.929340150232104, 32.014073279471674, 42.05658657029622]","[0, 0, 0]",0.17142857,1.0,0.25929340150232105,1,-1
88,4,42.79807692307692,556.375,14,0,"[100, 0, 0]","[28.28158553605831, 23.898817445740573, 47.81959701820113]","[64.14079276802916, 11.949408722870288, 23.90979850910056]",-1.54285714,1.0,0.28281585536058307,1,-1
99,3,100,1002.5,12,2,"[0, 0, 100]","[11.156708136956304, 17.510830955917513, 71.33246090712618]","[5.578354068478152, 8.755415477958756, 85.66623045356309]",-2.31428571,1.0,0.11156708136956305,1,12
161,1,0,0,1,0,"[0, 0, 0]","[27.298087139304634, 31.940609091931883, 40.76130376876348]","[0, 0, 0]",-2.57142857,1.0,0.27298087139304633,1,-1
170,4,19.375,38.75,3,0,"[100, 0, 0]","[43.838141334707466, 30.915008160748613, 25.24685050454392]","[71.91907066735374, 15.457504080374305, 12.623425252271957]",-1.11428571,1.0,0.43838141334707464,1,-1
172,4,4.125,4.125,2,0,"[100, 0, 0]","[15.949468630144287, 28.108871715106055, 55.941659654749664]","[57.9747343193947, 14.054435857242384, 27.97082982336292]",-0.68571429,1.0,0.15949468630144287,1,-1
184,4,6.25,6.25,2,0,"[100, 0, 0]","[31.136876344598523, 40.62049296747184, 28.242630687929633]","[65.56843577916558, 20.31024433266931, 14.121319888165104]",-0.68571429,1.0,0.31136876344598524,1,-1
200,1,0,0,1,0,"[0, 0, 0]","[40.98290113348722, 31.042024332306323, 27.975074534206456]","[0, 0, 0]",2.22857143,1.0,0.40982901133487215,1,-1
206,1,0,0,1,0,"[0, 0, 0]","[30.042805937679155, 40.800033085721765, 29.15716097659909]","[0, 0, 0]",2.74285714,1.0,0.30042805937679157,1,-1
11,4,100.0,800,9,2,"[0, 0, 100]","[8.903038022863022, 13.197269897408495, 77.89969207972848]","[4.451519011431511, 6.598634948704247, 88.94984603986424]",-2.65714286,1.0,0.08903038022863022,1,-1
25,4,100.0,100,2,2,"[0, 0, 100]","[35.07596530049742, 24.112174643367354, 40.81186005613524]","[17.53798265024871, 12.056087321683677, 70.40593002806762]",-2.65714286,1.0,0.35075965300497425,1,-1
57,4,78.125,78.125,2,1,"[0, 100, 0]","[30.882796613965525, 37.89055186024932, 31.226651525785154]","[15.439644099538057, 68.94621439950379, 15.614141500958162]",0.77142857,1.0,0.30882796613965524,1,-1
63,4,8.3125,16.625,3,0,"[100, 0, 0]","[22.03591331358965, 28.850618661835675, 49.11346802457467]","[61.01795665679482, 14.425309330917838, 24.556734012287336]",-0.77142857,1.0,0.2203591331358965,1,-1
72,1,0,0,1,0,"[0, 0, 0]","[32.05811733702511, 29.937851954256, 38.004030708718886]","[0, 0, 0]",0.08571429,1.0,0.3205811733702511,1,-1
80,4,38.75,77.5,3,0,"[100, 0, 0]","[27.36197256232435, 27.821191040058373, 44.81683639761728]","[63.68098628116257, 13.910595520028085, 22.408418198809347]",-1.2,1.0,0.2736197256232435,1,-1
86,3,67,120.75,3,1,"[0, 100, 0]","[25.02329690504217, 28.872604566518046, 46.1040985284398]","[12.51164845252108, 64.43630228325901, 23.0520492642199]",-1.62857143,1.0,0.2502329690504217,1,9
183,4,10.4375,20.875,3,0,"[100, 0, 0]","[21.7802031303711, 28.042827491055235, 50.17696937857367]","[60.890101565185546, 14.021413745527617, 25.088484689286837]",-0.77142857,1.0,0.21780203130371098,1,-1
193,1,0,0,1,0,"[0, 0, 0]","[32.08521850815332, 38.90158087631543, 29.01320061553126]","[0, 0, 0]",1.54285714,1.0,0.3208521850815332,1,-1
199,1,0,0,1,0,"[0, 0, 0]","[29.76002534890409, 39.108211983283674, 31.131762667812218]","[0, 0, 0]",2.14285714,1.0,0.2976002534890409,1,-1
205,1,0,0,1,0,"[0, 0, 0]","[31.860012410579923, 39.206401331645324, 28.933586257774746]","[0, 0, 0]",2.65714286,1.0,0.31860012410579924,1,-1
8,4,100.0,300,4,2,"[0, 0, 100]","[9.150649230196434, 10.986965715871705, 79.86238505393186]","[4.575324615098217, 5.493482857935852, 89.93119252696593]",-2.74285714,1.0,0.09150649230196434,1,-1
9,1,0,0,1,0,"[0, 0, 0]","[16.989292114208858, 27.678701596696875, 55.33200628909426]","[0, 0, 0]",-2.74285714,1.0,0.1698929211420886,1,-1
36,4,37.5,75.0,3,0,"[100, 0, 0]","[22.115421451510546, 22.10077863018953, 55.78379991829993]","[61.05771072575527, 11.050389315094765, 27.891899959149963]",-2.14285714,1.0,0.22115421451510545,1,-1
41,1,0,0,1,0,"[0, 0, 0]","[23.959783058098395, 35.38583959396105, 40.65437734794056]","[0, 0, 0]",1.45714286,1.0,0.23959783058098394,1,-1
55,4,97.65625,97.65625,2,2,"[0, 0, 100]","[28.971832074861126, 36.08932516501139, 34.93884276012748]","[14.48590989149125, 18.04466371684552, 67.46942639166323]",0.68571429,1.0,0.28971832074861126,1,-1
62,4,16.625,33.25,3,0,"[100, 0, 0]","[26.139761538479178, 24.025038770295197, 49.835199691225625]","[63.06988076923959, 12.012519385147598, 24.917599845612813]",-0.85714286,1.0,0.2613976153847918,1,-1
71,1,0,0,1,0,"[0, 0, 0]","[38.23430087376742, 28.034400314555768, 33.73129881167682]","[0, 0, 0]",0.0,1.0,0.3823430087376742,1,-1
79,3,75,0,1,1,"[0, 100, 0]","[23.74131325962543, 37.90242743354085, 38.356259306833735]","[11.870656629824426, 68.95121371692265, 19.17812965325292]",-1.71428571,1.0,0.2374131325962543,1,4
81,3,80,0,1,1,"[0, 100, 0]","[12.952356721394256, 18.531169259769854, 68.51647401883588]","[6.4761783607064345, 59.265584629878276, 34.258237009415296]",-1.28571429,1.0,0.12952356721394256,1,5
83,3,60,125.25,3,0,"[100, 0, 0]","[23.84799708395838, 34.2529304389669, 41.89907247707472]","[61.92399854197919, 17.12646521948345, 20.94953623853736]",-1.71428571,1.0,0.2384799708395838,1,10
182,4,20.875,41.75,3,0,"[100, 0, 0]","[24.89919239529611, 25.236782424717536, 49.864025179986356]","[62.449596197648056, 12.618391212358768, 24.932012589993178]",-0.85714286,1.0,0.2489919239529611,1,-1
198,1,0,0,1,0,"[0, 0, 0]","[44.09724337449619, 30.843919813252068, 25.05883681225175]","[0, 0, 0]",2.05714286,1.0,0.44097243374496187,1,-1
204,1,0,0,1,0,"[0, 0, 0]","[26.051240826995866, 32.327371203398954, 41.62138796960519]","[0, 0, 0]",2.57142857,1.0,0.26051240826995864,1,-1
6,4,100.0,100,2,2,"[0, 0, 100]","[0.7049633903421488, 5.156842935806138, 94.13819367385172]","[0.3524816951710744, 2.578421467903069, 97.06909683692587]",-2.82857143,1.0,0.007049633903421488,1,-1
7,1,0,0,1,0,"[0, 0, 0]","[17.168779757799292, 23.976682488213658, 58.85453775398706]","[0, 0, 0]",-2.82857143,1.0,0.17168779757799293,1,-1
10,1,0,0,1,0,"[0, 0, 0]","[40.14971932246686, 21.95467321078635, 37.89560746674679]","[0, 0, 0]",-0.08571429,1.0,0.4014971932246686,1,-1
35,1,0,0,1,0,"[0, 0, 0]","[21.516076184246007, 25.215924257289508, 53.267999558464474]","[0, 0, 0]",-2.82857143,1.0,0.21516076184246008,1,-1
37,4,100.0,100,2,2,"[0, 0, 100]","[7.040216174361154, 18.482452419681522, 74.47733140595733]","[3.520108087180577, 9.241226209840761, 87.23866570297866]",-2.82857143,1.0,0.07040216174361154,1,-1
54,1,0,0,1,0,"[0, 0, 0]","[31.086060422976207, 33.948077736103514, 34.96586184092029]","[0, 0, 0]",0.6,1.0,0.3108606042297621,1,-1
61,3,33,0,1,0,"[100, 0, 0]","[18.89608938366547, 24.919985998893743, 56.183924617440795]","[59.448044691832735, 12.459992999446872, 28.091962308720397]",-0.94285714,1.0,0.18896089383665468,1,6
78,4,96.875,193.75,3,2,"[0, 0, 100]","[25.053779025044342, 33.65168074211765, 41.29454023283802]","[12.52688951343885, 16.82584039104415, 70.647270095517]",-1.8,1.0,0.2505377902504434,1,-1
82,3,83,0,1,1,"[0, 100, 0]","[20.692966895697246, 38.15476709539983, 41.15226600890291]","[10.346483447848623, 69.07738354769992, 20.57613300445146]",-1.8,1.0,0.20692966895697246,1,2
181,3,50,0,1,0,"[100, 0, 0]","[9.152524063079175, 26.454511743950924, 64.3929641929699]","[54.576262031539585, 13.227255871975462, 32.19648209648495]",-0.94285714,1.0,0.09152524063079176,1,3
192,1,0,0,1,0,"[0, 0, 0]","[34.2156292288305, 33.990435972806274, 31.793934798363228]","[0, 0, 0]",1.37142857,1.0,0.342156292288305,1,-1
197,1,0,0,1,0,"[0, 0, 0]","[30.400141048357597, 37.77371446496869, 31.826144486673723]","[0, 0, 0]",1.97142857,1.0,0.304001410483576,1,-1
203,1,0,0,1,0,"[0, 0, 0]","[20.085016690186187, 36.085282135874124, 43.829701173939696]","[0, 0, 0]",2.48571429,1.0,0.20085016690186186,1,-1
12,1,0,0,1,0,"[0, 0, 0]","[12.935038507772864, 21.902185133781103, 65.16277635844602]","[0, 0, 0]",-2.91428571,1.0,0.12935038507772864,1,-1
19,1,0,0,1,0,"[0, 0, 0]","[21.107907642342262, 35.08440796841958, 43.80768438923815]","[0, 0, 0]",0.51428571,1.0,0.2110790764234226,1,-1
23,3,67,207.5,5,1,"[0, 100, 0]","[0.0, 100.0, 0.0]","[0.0, 100.0, 0.0]",-1.02857143,1.0,0.0,1,8
24,4,98.95833333333333,593.75,7,2,"[0, 0, 100]","[24.948754315847708, 29.84641821155395, 45.204827472598346]","[12.47437715792385, 14.923209105776975, 72.60241373629917]",-1.88571429,1.0,0.24948754315847707,1,-1
26,1,0,0,1,0,"[0, 0, 0]","[27.191370390322106, 24.744952421980827, 48.063677187697074]","[0, 0, 0]",-2.91428571,1.0,0.27191370390322106,1,-1
53,1,0,0,1,0,"[0, 0, 0]","[33.890503216803864, 33.939615678158475, 32.16988110503765]","[0, 0, 0]",0.51428571,1.0,0.33890503216803863,1,-1
94,4,100.0,100,2,2,"[0, 0, 100]","[29.78711607253083, 44.21413962413396, 25.998744303335204]","[14.89355811187248, 22.107069786299185, 62.999372101828335]",-2.91428571,1.0,0.2978711607253083,1,-1
186,1,0,0,1,0,"[0, 0, 0]","[42.225964075920444, 34.010735478297285, 23.763300445782278]","[0, 0, 0]",-0.17142857,1.0,0.42225964075920447,1,-1
191,1,0,0,1,0,"[0, 0, 0]","[23.082494682806402, 38.788161038467436, 38.12934427872616]","[0, 0, 0]",1.28571429,1.0,0.230824946828064,1,-1
196,1,0,0,1,0,"[0, 0, 0]","[34.964199358221485, 34.03784154944901, 30.997959092329502]","[0, 0, 0]",1.88571429,1.0,0.34964199358221487,1,-1
202,1,0,0,1,0,"[0, 0, 0]","[34.99300805271463, 29.737983783897327, 35.26900816338805]","[0, 0, 0]",2.4,1.0,0.3499300805271463,1,-1
2,4,100.0,300,4,2,"[0, 0, 100]","[28.098693982383775, 31.02539924042275, 40.875906777193464]","[14.049346991191888, 15.512699620211375, 70.43795338859674]",-1.97142857,1.0,0.28098693982383777,1,-1
13,1,0,0,1,0,"[0, 0, 0]","[32.20586513187866, 34.899319930859605, 32.89481493726173]","[0, 0, 0]",-2.31428571,1.0,0.3220586513187866,1,-1
14,4,95.78993055555556,862.109375,10,2,"[0, 0, 100]","[29.901208162487364, 33.10301925599525, 36.99577258151739]","[14.950604081243679, 16.551509627997618, 68.49788629075869]",-2.14285714,1.0,0.29901208162487364,1,-1
17,1,0,0,1,0,"[0, 0, 0]","[30.085213125371713, 35.780411953812944, 34.13437492081536]","[0, 0, 0]",-2.22857143,1.0,0.3008521312537171,1,-1
20,4,72.94642857142857,510.625,8,1,"[0, 100, 0]","[30.049374644207916, 33.7309285195447, 36.21969683624739]","[15.024687322103958, 66.86546425977235, 18.109848418123693]",-2.14285714,1.0,0.30049374644207916,1,-1
40,1,0,0,1,0,"[0, 0, 0]","[30.066595443997468, 35.91929715482628, 34.01410740117625]","[0, 0, 0]",-2.4,1.0,0.3006659544399747,1,-1
51,1,0,0,1,0,"[0, 0, 0]","[33.00986767979835, 36.85919516039726, 30.130937159804382]","[0, 0, 0]",-2.48571429,1.0,0.3300986767979835,1,-1
52,1,0,0,1,0,"[0, 0, 0]","[30.027621254853653, 37.899040221492, 32.07333852365436]","[0, 0, 0]",-2.31428571,1.0,0.30027621254853654,1,-1
1,4,92.421875,462.109375,6,2,"[0, 0, 100]","[29.871458711348854, 34.81867275390973, 35.309868534741426]","[14.935729355674427, 17.409336376954858, 67.6549342673707]",-3.0,1.0,0.29871458711348853,1,-1
